nb_ville,type_modification_temperature,type_mutation,temperature_initiale,temperature_finale,alpha,amplitude,max_repetition,temperature_fin_exec,cout,temps_execution
100,1,2,2282,0.016,0.995,17,746,0.016,34.11,0.692
100,1,2,2661,0.014,0.868,25,1220,0.014,33.38,0.033
100,1,3,1676,0.016,0.981,21,102,0.016,34.11,0.082
100,1,2,852,0.015,0.87,18,950,0.014,33.38,0.033
100,1,1,3170,0.014,0.984,20,1469,0.014,34.11,0.33
100,1,3,2017,0.018,0.925,21,2309,0.017,34.11,0.105
100,1,3,2271,0.016,0.861,10,1745,0.014,33.38,0.057
100,1,3,2990,0.012,0.898,23,2475,0.011,33.38,0.074
100,1,2,2593,0.017,0.927,11,1141,0.016,33.38,0.047
100,1,1,2825,0.016,0.951,12,2093,0.016,33.38,0.14
100,1,1,2864,0.017,0.924,13,2274,0.016,33.38,0.084
100,1,2,3240,0.017,0.952,24,1401,0.016,33.38,0.089
100,1,1,2799,0.019,0.903,23,2030,0.018,33.38,0.06
100,1,1,3912,0.01,0.87,17,2074,0.009,33.38,0.058
100,1,1,1003,0.015,0.961,13,303,0.015,33.38,0.064
100,1,3,2780,0.017,0.994,23,1759,0.017,34.11,0.948
100,1,3,811,0.016,0.881,22,231,0.015,33.38,0.024
100,1,3,3871,0.011,0.864,20,1274,0.01,33.38,0.04
100,1,1,1320,0.013,0.952,12,604,0.013,33.38,0.065
100,1,3,3982,0.015,0.985,15,2402,0.015,34.11,0.445
100,1,3,4877,0.011,0.877,17,1375,0.01,33.38,0.043
100,1,2,1311,0.018,0.95,18,745,0.017,33.38,0.075
100,1,3,939,0.019,0.985,24,483,0.019,33.38,0.161
100,1,3,1400,0.014,0.942,12,449,0.014,33.38,0.061
100,1,3,4156,0.011,0.907,18,552,0.011,33.38,0.041
100,1,1,3356,0.011,0.866,17,2062,0.011,33.38,0.042
100,1,3,3862,0.01,0.935,11,2125,0.01,33.38,0.094
100,1,2,3684,0.015,0.93,14,775,0.014,33.38,0.052
100,1,3,1501,0.012,0.986,14,753,0.012,33.38,0.236
100,1,1,1570,0.016,0.888,15,498,0.016,33.38,0.038
100,1,3,1761,0.016,0.917,19,1883,0.016,33.38,0.067
100,1,3,3391,0.018,0.99,12,1302,0.018,33.38,0.488
100,1,3,3155,0.014,0.947,11,1082,0.014,33.38,0.1
100,1,1,4499,0.013,0.871,24,356,0.012,33.38,0.031
100,1,2,1987,0.017,0.856,13,1154,0.015,33.38,0.04
100,1,2,3661,0.019,0.961,25,1591,0.019,33.38,0.133
100,1,3,1274,0.013,0.95,10,875,0.012,33.38,0.056
100,1,3,3751,0.019,0.99,23,680,0.019,33.38,0.328
100,1,3,4321,0.017,0.899,14,1293,0.017,33.38,0.045
100,1,3,1670,0.02,0.974,21,1965,0.02,33.38,0.227
100,1,3,4897,0.014,0.893,16,787,0.014,33.38,0.051
100,1,3,1734,0.012,0.914,13,304,0.011,33.38,0.033
100,1,3,2994,0.013,0.883,11,675,0.012,33.38,0.027
100,1,2,1960,0.011,0.986,25,1133,0.011,33.38,0.331
100,1,1,2704,0.011,0.922,11,2087,0.011,33.38,0.097
100,1,3,965,0.015,0.989,10,507,0.015,33.38,0.23
100,1,2,3236,0.011,0.886,16,154,0.01,33.38,0.026
100,1,2,4978,0.012,0.959,22,860,0.012,33.38,0.104
100,1,2,1049,0.012,0.883,12,2279,0.011,33.38,0.067
100,1,3,2573,0.01,0.888,20,1567,0.01,33.38,0.044
100,1,3,3043,0.014,0.902,11,1283,0.013,33.38,0.053
100,1,2,4821,0.018,0.918,25,2296,0.017,33.38,0.088
100,1,3,4506,0.012,0.872,13,711,0.012,33.38,0.026
100,1,2,3849,0.016,0.98,19,1677,0.016,33.38,0.249
100,1,3,3109,0.013,0.892,24,1326,0.012,33.38,0.043
100,1,2,936,0.019,0.855,12,176,0.019,33.38,0.022
100,1,2,3179,0.018,0.911,12,2037,0.017,33.38,0.066
100,1,3,3695,0.019,0.938,23,1622,0.018,33.38,0.085
100,1,3,3970,0.017,0.98,21,799,0.017,33.38,0.189
100,1,2,1060,0.012,0.865,21,2424,0.011,33.38,0.056
100,1,3,4410,0.017,0.867,19,2139,0.015,33.38,0.064
100,1,1,2190,0.017,0.867,21,727,0.016,33.38,0.131
100,1,2,3835,0.012,0.995,15,868,0.012,33.38,0.939
100,1,1,998,0.014,0.942,18,415,0.013,33.38,0.191
100,1,1,4554,0.016,0.936,23,577,0.016,33.38,0.188
100,1,3,1569,0.012,0.973,19,1382,0.012,33.38,0.324
100,1,2,1374,0.019,0.913,18,1568,0.019,33.38,0.08
100,1,1,2319,0.019,0.942,17,2047,0.018,33.38,0.244
100,1,1,3061,0.017,0.972,10,286,0.017,33.38,0.12
100,1,3,3626,0.019,0.96,14,1179,0.019,33.38,0.242
100,1,2,3479,0.019,0.883,11,1653,0.018,33.38,0.079
100,1,3,3708,0.013,0.867,25,2277,0.011,33.38,0.09
100,1,1,4545,0.019,0.875,19,1321,0.018,33.38,0.064
100,1,1,3762,0.016,0.85,16,2272,0.014,33.38,0.079
100,1,2,2263,0.013,0.932,23,418,0.012,33.38,0.062
100,1,2,4228,0.015,0.894,23,211,0.015,33.38,0.045
100,1,1,929,0.014,0.961,15,629,0.014,33.38,0.087
100,1,3,3823,0.013,0.868,12,859,0.013,33.38,0.028
100,1,3,3768,0.014,0.95,13,2454,0.014,33.38,0.169
100,1,1,1717,0.013,0.885,16,1331,0.012,33.38,0.043
100,1,1,4643,0.018,0.936,10,1260,0.017,33.38,0.096
100,1,1,2060,0.012,0.94,15,829,0.012,33.38,0.067
100,1,3,2366,0.014,0.903,21,2396,0.014,33.38,0.074
100,1,3,3983,0.017,0.908,17,1169,0.016,33.38,0.053
100,1,2,3617,0.02,0.91,20,614,0.019,33.38,0.037
100,1,2,4079,0.017,0.918,20,1486,0.017,33.38,0.075
100,1,2,4077,0.016,0.944,14,384,0.015,33.38,0.064
100,1,1,1936,0.017,0.934,13,971,0.016,33.38,0.076
100,1,2,2926,0.015,0.915,16,826,0.014,33.38,0.043
100,1,3,3275,0.014,0.976,22,1185,0.014,33.38,0.194
100,1,2,4775,0.019,0.867,15,1974,0.017,33.38,0.038
100,1,2,3867,0.014,0.966,17,1426,0.014,33.38,0.158
100,1,1,4480,0.014,0.991,22,171,0.014,33.38,0.243
100,1,3,2742,0.011,0.933,20,2424,0.01,33.38,0.112
100,1,1,3291,0.015,0.91,24,1705,0.014,33.38,0.061
100,1,1,4210,0.011,0.957,12,1138,0.011,33.38,0.165
100,1,1,2558,0.012,0.87,15,1976,0.011,33.38,0.051
100,1,1,4833,0.015,0.965,22,2054,0.015,33.38,0.179
100,1,1,2878,0.013,0.937,16,556,0.012,33.38,0.053
100,1,2,2603,0.013,0.9,16,1042,0.013,33.38,0.064
100,1,2,4653,0.012,0.92,20,2269,0.011,33.38,0.077
100,1,3,3855,0.013,0.929,15,154,0.012,33.38,0.038
100,1,3,4201,0.017,0.987,20,1766,0.017,33.38,0.45
100,1,2,1449,0.018,0.983,12,1953,0.018,33.38,0.351
100,1,3,3865,0.011,0.887,18,609,0.01,33.38,0.031
100,1,2,3243,0.016,0.96,11,1097,0.016,33.38,0.107
100,1,1,1138,0.012,0.898,12,1095,0.011,33.38,0.049
100,1,1,1716,0.019,0.85,23,589,0.017,33.38,0.021
100,1,1,1735,0.012,0.96,21,2028,0.012,33.38,0.148
100,1,1,2011,0.018,0.995,11,739,0.018,33.38,0.603
100,1,3,4817,0.017,0.952,13,2180,0.016,33.38,0.142
100,1,3,2846,0.012,0.945,24,553,0.012,33.38,0.057
100,1,3,1234,0.01,0.858,13,1778,0.009,33.38,0.05
100,1,2,882,0.018,0.851,11,2243,0.018,35.14,0.034
100,1,1,3625,0.017,0.982,16,221,0.017,33.38,0.114
100,1,1,1863,0.018,0.971,12,1033,0.018,35.14,0.118
100,1,1,2218,0.017,0.923,18,1372,0.016,35.14,0.057
100,1,3,4554,0.013,0.887,23,2286,0.012,35.14,0.056
100,1,3,2634,0.011,0.87,13,1131,0.011,35.14,0.029
100,1,1,1887,0.019,0.969,20,880,0.019,35.14,0.114
100,1,1,1948,0.014,0.939,21,910,0.013,35.14,0.067
100,1,2,2333,0.018,0.853,16,1671,0.015,35.14,0.058
100,1,3,1795,0.013,0.988,16,2027,0.013,33.38,0.435
100,1,1,2473,0.012,0.908,17,1329,0.012,35.14,0.06
100,1,3,2512,0.019,0.91,20,1830,0.017,35.14,0.084
100,1,2,3717,0.019,0.869,17,2067,0.018,35.14,0.049
100,1,1,2424,0.012,0.952,25,1022,0.012,35.14,0.088
100,1,3,2981,0.012,0.972,10,2043,0.012,35.14,0.21
100,1,3,2584,0.016,0.901,13,536,0.014,35.14,0.028
100,1,3,3825,0.013,0.94,18,654,0.013,35.14,0.072
100,1,3,2734,0.01,0.894,22,444,0.01,35.14,0.024
100,1,1,1987,0.011,0.992,19,1125,0.011,35.14,0.47
100,1,2,4849,0.012,0.954,15,2234,0.012,35.14,0.121
100,1,3,2855,0.011,0.883,22,2116,0.01,35.14,0.063
100,1,1,1480,0.017,0.85,10,1379,0.017,35.14,0.026
100,1,3,963,0.017,0.951,10,1774,0.017,35.14,0.098
100,1,3,4486,0.01,0.945,16,1787,0.009,35.14,0.101
100,1,3,2593,0.012,0.866,11,517,0.011,35.14,0.023
100,1,3,2452,0.015,0.858,10,1000,0.014,35.14,0.034
100,1,3,3980,0.016,0.876,14,1893,0.016,35.14,0.055
100,1,1,3809,0.01,0.875,16,947,0.009,35.14,0.039
100,1,2,3143,0.011,0.907,10,160,0.011,35.14,0.033
100,1,1,4147,0.016,0.97,12,1863,0.016,35.14,0.204
100,1,1,3902,0.019,0.858,16,446,0.019,35.14,0.029
100,1,1,1170,0.02,0.97,22,582,0.02,35.14,0.108
100,1,3,1429,0.02,0.852,15,2454,0.019,35.14,0.049
100,1,2,3017,0.015,0.938,17,1795,0.015,35.14,0.114
100,1,1,4445,0.015,0.867,20,1875,0.014,35.14,0.055
100,1,2,2988,0.015,0.926,13,824,0.015,35.14,0.064
100,1,2,1348,0.014,0.918,24,833,0.013,35.14,0.068
100,1,3,2471,0.018,0.853,13,1927,0.016,35.14,0.056
100,1,2,4377,0.017,0.89,12,1913,0.017,35.14,0.066
100,1,1,3758,0.018,0.869,22,1906,0.016,35.14,0.051
100,1,1,4026,0.017,0.995,11,1411,0.017,33.38,0.992
100,1,3,4772,0.011,0.938,17,727,0.011,35.14,0.077
100,1,3,4019,0.01,0.905,23,1552,0.009,35.14,0.072
100,1,2,3710,0.015,0.905,15,1026,0.014,35.14,0.09
100,1,2,1460,0.012,0.921,16,2445,0.011,35.14,0.117
100,1,2,3816,0.01,0.948,16,803,0.01,35.14,0.111
100,1,3,2369,0.011,0.875,18,636,0.011,36.63,0.037
100,1,1,2218,0.011,0.954,17,629,0.011,35.14,0.104
100,1,3,4953,0.02,0.891,15,442,0.019,36.63,0.039
100,1,2,1046,0.019,0.924,11,1194,0.018,36.63,0.077
100,1,3,4315,0.015,0.86,19,1182,0.014,36.63,0.027
100,1,3,4175,0.012,0.873,23,679,0.012,36.63,0.025
100,1,3,2382,0.019,0.941,20,2348,0.018,36.63,0.105
100,1,3,4741,0.013,0.955,10,1205,0.012,36.63,0.124
100,1,1,2425,0.018,0.933,25,414,0.017,36.63,0.069
100,1,1,1859,0.019,0.886,21,1038,0.019,36.63,0.049
100,1,3,4661,0.017,0.93,25,1329,0.016,36.63,0.077
100,1,1,849,0.014,0.983,19,2209,0.014,36.63,0.312
100,1,1,2093,0.016,0.869,15,1015,0.016,36.63,0.055
100,1,2,1693,0.014,0.911,17,2187,0.013,36.63,0.081
100,1,3,3579,0.013,0.997,21,1850,0.013,33.38,1.996
100,1,3,1801,0.014,0.902,24,490,0.013,36.63,0.034
100,1,2,1449,0.015,0.865,16,949,0.013,36.63,0.044
100,1,2,1984,0.011,0.977,23,435,0.011,36.63,0.122
100,1,1,3138,0.016,0.941,24,896,0.015,36.63,0.07
100,1,2,3916,0.012,0.971,10,871,0.012,36.63,0.123
100,1,3,2352,0.02,0.994,13,1472,0.02,35.14,0.843
100,1,1,4812,0.019,0.936,15,986,0.018,36.63,0.089
100,1,2,3733,0.012,0.948,14,1869,0.012,36.63,0.104
100,1,3,1811,0.017,0.875,17,907,0.016,36.63,0.029
100,1,3,1678,0.018,0.868,21,712,0.018,36.63,0.033
100,1,2,3388,0.019,0.935,11,722,0.019,36.63,0.105
100,1,3,4992,0.013,0.889,22,1591,0.012,36.63,0.045
100,1,1,2941,0.011,0.952,19,1899,0.01,36.63,0.194
100,1,3,1729,0.02,0.96,14,1617,0.02,36.63,0.162
100,1,1,3669,0.019,0.868,20,844,0.019,36.63,0.039
100,1,3,4365,0.016,0.952,12,753,0.016,36.63,0.081
100,1,2,2735,0.012,0.943,11,1927,0.011,36.63,0.094
100,1,1,1487,0.017,0.996,20,310,0.017,36.63,0.587
100,1,1,4362,0.012,0.878,11,890,0.011,36.63,0.034
100,1,1,3939,0.018,0.945,14,114,0.017,36.63,0.04
100,1,1,3900,0.017,0.959,13,665,0.017,36.63,0.075
100,1,1,1899,0.018,0.871,21,1668,0.017,34.26,0.04
100,1,2,4009,0.018,0.888,18,747,0.017,34.26,0.037
100,1,2,3207,0.017,0.948,15,1866,0.017,36.63,0.126
100,1,3,4139,0.015,0.857,11,954,0.013,34.26,0.034
100,1,3,2132,0.018,0.916,10,519,0.017,34.26,0.034
100,1,1,4066,0.016,0.967,23,2492,0.016,36.63,0.211
100,1,1,4307,0.011,0.861,16,1230,0.01,34.26,0.038
100,1,1,4508,0.016,0.921,18,456,0.015,34.26,0.05
100,1,1,3068,0.015,0.979,25,540,0.015,34.26,0.139
100,1,3,1516,0.012,0.916,15,496,0.012,34.26,0.038
100,1,3,1669,0.013,0.853,13,1150,0.013,34.26,0.031
100,1,1,1989,0.012,0.927,13,205,0.012,34.26,0.04
100,1,3,3366,0.018,0.927,18,708,0.017,34.26,0.044
100,1,2,2138,0.011,0.887,10,172,0.01,34.26,0.023
100,1,2,1615,0.015,0.953,11,577,0.015,34.26,0.058
100,1,2,3588,0.018,0.97,20,1814,0.018,34.26,0.144
100,1,1,2426,0.018,0.96,14,1725,0.018,34.26,0.104
100,1,2,2142,0.019,0.87,17,1659,0.018,34.26,0.038
100,1,3,3949,0.01,0.963,17,461,0.01,34.26,0.07
100,1,3,4051,0.016,0.942,25,2087,0.015,34.26,0.117
100,1,3,1659,0.016,0.925,12,2155,0.015,34.26,0.084
100,1,3,2106,0.013,0.866,16,1549,0.012,34.26,0.037
100,1,3,3363,0.013,0.904,12,1482,0.012,34.26,0.047
100,1,2,3632,0.016,0.998,23,2113,0.016,35.14,3.032
100,1,1,4505,0.017,0.94,19,409,0.017,38.29,0.061
100,1,2,1704,0.014,0.859,23,2463,0.012,38.29,0.057
100,1,3,806,0.019,0.906,23,397,0.019,38.29,0.023
100,1,1,1701,0.015,0.856,17,2043,0.015,38.29,0.036
100,1,3,4548,0.011,0.863,24,1265,0.011,38.29,0.049
100,1,3,1277,0.02,0.895,11,2038,0.019,38.29,0.071
100,1,3,1222,0.017,0.998,24,300,0.017,34.26,1.017
100,1,3,3655,0.013,0.995,21,1915,0.013,34.26,1.106
100,1,2,2330,0.016,0.86,16,2044,0.016,38.29,0.06
100,1,2,2407,0.014,0.984,24,158,0.014,38.29,0.139
100,1,2,3355,0.019,0.972,19,1613,0.019,38.29,0.144
100,1,3,1654,0.02,0.905,22,2117,0.019,38.29,0.077
100,1,1,1267,0.016,0.871,21,1734,0.015,38.29,0.05
100,1,1,2979,0.014,0.95,21,2304,0.013,38.29,0.161
100,1,1,1666,0.012,0.896,19,280,0.012,38.29,0.025
100,1,2,803,0.01,0.998,20,1409,0.01,36.63,2.076
100,1,2,3324,0.011,0.861,20,460,0.01,38.29,0.024
100,1,3,1347,0.013,0.879,10,2108,0.012,38.29,0.041
100,1,3,1199,0.015,0.927,17,219,0.015,38.29,0.036
100,1,3,1176,0.014,0.921,25,1483,0.014,38.29,0.057
100,1,2,2909,0.013,0.988,16,2426,0.013,38.29,0.572
100,1,2,3889,0.017,0.897,20,251,0.016,38.29,0.033
100,1,3,4450,0.013,0.98,23,2396,0.013,38.29,0.346
100,1,2,1684,0.018,0.948,19,1232,0.017,38.29,0.089
100,1,2,1653,0.011,0.975,15,132,0.011,38.29,0.089
100,1,1,1965,0.013,0.929,20,2259,0.013,38.29,0.097
100,1,3,4806,0.011,0.992,20,2491,0.011,38.29,0.898
100,1,2,2819,0.019,0.869,21,488,0.018,29.71,0.049
100,1,1,4856,0.019,0.974,15,718,0.019,38.29,0.18
100,1,1,4315,0.02,0.869,14,2403,0.019,29.71,0.044
100,1,1,2182,0.012,0.853,10,1360,0.011,29.71,0.039
100,1,2,3134,0.014,0.947,15,596,0.013,29.71,0.096
100,1,2,3260,0.011,0.909,24,371,0.01,29.71,0.057
100,1,3,3007,0.017,0.861,24,1841,0.016,29.71,0.069
100,1,3,3899,0.015,0.888,17,1466,0.015,29.71,0.055
100,1,1,3683,0.013,0.967,24,917,0.013,29.71,0.15
100,1,2,2879,0.015,0.998,12,2402,0.015,36.63,3.265
100,1,2,4108,0.012,0.95,10,249,0.012,29.71,0.045
100,1,2,1333,0.018,0.934,10,588,0.017,29.71,0.048
100,1,2,800,0.019,0.961,13,226,0.019,29.71,0.068
100,1,1,4261,0.011,0.893,24,318,0.011,29.71,0.035
100,1,3,4807,0.019,0.884,19,827,0.019,29.71,0.029
100,1,2,4684,0.01,0.956,16,344,0.01,29.71,0.097
100,1,3,1839,0.013,0.921,23,576,0.012,29.71,0.055
100,1,1,4870,0.015,0.947,16,638,0.014,29.71,0.079
100,1,1,3404,0.011,0.937,17,473,0.011,29.71,0.056
100,1,2,2251,0.016,0.937,19,996,0.015,29.71,0.078
100,1,2,2139,0.01,0.931,13,1112,0.01,29.71,0.069
100,1,2,2986,0.017,0.946,12,382,0.017,29.71,0.056
100,1,1,3703,0.018,0.981,10,1989,0.018,29.71,0.339
100,1,1,3286,0.015,0.894,20,1829,0.015,29.71,0.098
100,1,3,1541,0.014,0.876,23,884,0.013,29.71,0.043
100,1,3,4051,0.016,0.905,21,2310,0.015,29.71,0.071
100,1,3,4464,0.016,0.959,24,1172,0.016,29.71,0.126
100,1,1,2430,0.017,0.976,13,1493,0.017,29.71,0.181
100,1,2,2012,0.012,0.941,19,937,0.012,29.71,0.072
100,1,2,4825,0.017,0.933,21,747,0.016,29.71,0.043
100,1,3,3596,0.011,0.906,20,504,0.011,29.71,0.034
100,1,2,1747,0.017,0.943,20,602,0.017,29.71,0.049
100,1,3,4912,0.012,0.963,22,1455,0.012,29.71,0.117
100,1,3,4375,0.017,0.974,12,1869,0.017,29.71,0.191
100,1,2,2501,0.012,0.948,13,1908,0.012,29.71,0.094
100,1,3,3673,0.01,0.858,24,245,0.01,29.71,0.029
100,1,2,1061,0.018,0.973,20,793,0.018,29.71,0.127
100,1,2,2265,0.019,0.971,18,987,0.019,29.71,0.153
100,1,1,3571,0.014,0.93,23,1840,0.014,29.71,0.105
100,1,1,2655,0.011,0.929,19,2021,0.01,29.71,0.087
100,1,1,3415,0.017,0.891,23,1747,0.017,36.53,0.049
100,1,3,884,0.013,0.958,23,2457,0.013,29.71,0.159
100,1,3,1612,0.02,0.955,16,333,0.019,36.53,0.076
100,1,2,4217,0.02,0.881,13,936,0.019,36.53,0.044
100,1,1,2957,0.011,0.888,21,1582,0.01,36.53,0.063
100,1,3,3246,0.02,0.891,24,1824,0.02,36.53,0.074
100,1,1,1904,0.01,0.91,16,1451,0.01,36.53,0.086
100,1,1,2384,0.013,0.857,23,1633,0.012,36.53,0.055
100,1,3,1969,0.014,0.907,11,2425,0.013,36.53,0.059
100,1,3,1472,0.013,0.999,22,574,0.013,34.26,3.035
100,1,2,2921,0.014,0.952,23,1295,0.013,36.53,0.08
100,1,2,4571,0.014,0.909,13,1734,0.013,36.53,0.065
100,1,3,4747,0.019,0.91,18,438,0.019,36.53,0.042
100,1,2,2797,0.015,0.986,22,2070,0.015,29.71,0.46
100,1,2,3596,0.011,0.867,17,1388,0.011,36.53,0.036
100,1,3,1463,0.016,0.955,13,347,0.015,36.53,0.046
100,1,3,4224,0.016,0.938,10,1467,0.015,36.53,0.082
100,1,3,2585,0.017,0.958,20,1524,0.016,36.53,0.107
100,1,2,4660,0.01,0.964,21,431,0.01,36.53,0.101
100,1,3,4281,0.012,0.977,21,1431,0.012,36.53,0.233
100,1,3,2124,0.014,0.936,24,119,0.013,36.53,0.047
100,1,3,3885,0.02,0.941,11,2478,0.019,36.53,0.111
100,1,2,1340,0.011,0.852,12,1874,0.01,36.53,0.062
100,1,3,2743,0.016,0.901,18,1771,0.015,36.53,0.079
100,1,3,3856,0.014,0.914,18,1142,0.013,36.53,0.05
100,1,3,1471,0.011,0.998,13,664,0.011,38.29,1.785
100,1,3,1815,0.014,0.991,24,1062,0.014,36.53,0.452
100,1,3,2003,0.018,0.947,21,2162,0.017,36.53,0.125
100,1,2,2872,0.013,0.931,16,1332,0.012,36.53,0.06
100,1,3,4605,0.013,0.937,24,2172,0.012,36.53,0.104
100,1,1,3490,0.013,0.988,12,820,0.013,36.53,0.336
100,1,3,3124,0.015,0.991,23,166,0.015,36.53,0.218
100,1,3,3033,0.02,0.858,14,329,0.02,36.53,0.024
100,1,1,4466,0.019,0.89,20,716,0.017,36.53,0.09
100,1,2,3626,0.011,0.97,22,2303,0.011,36.53,0.249
100,1,1,1195,0.011,0.875,23,285,0.011,36.53,0.033
100,1,3,1928,0.012,0.946,16,2402,0.012,36.53,0.169
100,1,2,4798,0.018,0.862,21,1092,0.016,33.49,0.038
100,1,2,1308,0.01,0.995,19,762,0.01,36.53,0.744
100,1,3,1605,0.02,0.947,12,2010,0.019,36.53,0.125
100,1,3,4365,0.019,0.938,15,927,0.019,33.49,0.092
100,1,2,4466,0.011,0.942,12,661,0.01,33.49,0.053
100,1,3,4017,0.011,0.979,16,743,0.011,33.49,0.164
100,1,2,1792,0.02,0.927,25,2054,0.019,33.49,0.072
100,1,3,2368,0.012,0.977,22,986,0.012,33.49,0.172
100,1,2,4022,0.013,0.97,17,1815,0.013,33.49,0.169
100,1,3,2828,0.017,0.991,17,2118,0.017,36.53,0.68
100,1,3,913,0.018,0.884,25,2234,0.018,33.49,0.059
100,1,3,2293,0.019,0.882,10,1194,0.017,33.49,0.049
100,1,1,3719,0.011,0.854,25,1899,0.01,33.49,0.062
100,1,2,3406,0.014,0.987,11,2407,0.014,33.49,0.513
100,1,3,4992,0.019,0.933,10,2365,0.019,33.49,0.098
100,1,3,2216,0.011,0.881,17,1135,0.01,33.49,0.037
100,1,1,2534,0.013,0.977,23,550,0.013,33.49,0.11
100,1,1,1332,0.016,0.912,10,456,0.016,33.49,0.03
100,1,2,4348,0.02,0.905,25,799,0.018,33.49,0.044
100,1,2,4650,0.015,0.862,17,2281,0.013,33.49,0.056
100,1,1,4670,0.019,0.992,19,1670,0.019,33.49,0.674
100,1,3,1307,0.01,0.981,22,444,0.01,33.49,0.149
100,1,2,2797,0.016,0.882,23,973,0.014,33.49,0.045
100,1,1,4813,0.018,0.997,16,658,0.018,36.53,1.128
100,1,2,2320,0.013,0.942,17,1508,0.013,33.49,0.095
100,1,2,4553,0.019,0.985,22,267,0.019,33.49,0.166
100,1,3,3020,0.018,0.928,11,1921,0.018,33.49,0.088
100,1,3,2888,0.017,0.957,20,1712,0.016,33.49,0.14
100,1,1,4858,0.018,0.923,14,1824,0.017,33.49,0.129
100,1,1,4019,0.011,0.883,18,2163,0.011,33.49,0.07
100,1,3,1120,0.015,0.934,11,385,0.014,33.49,0.041
100,1,3,4619,0.015,0.929,23,933,0.015,33.49,0.097
100,1,2,1395,0.012,0.876,15,1419,0.011,33.49,0.038
100,1,2,3101,0.02,0.979,13,405,0.02,33.49,0.144
100,1,3,3224,0.016,0.957,10,1349,0.016,33.49,0.092
100,1,1,1954,0.012,0.975,15,1841,0.012,33.49,0.26
100,1,2,3661,0.014,0.98,23,281,0.014,33.49,0.131
100,1,2,3897,0.018,0.934,21,1308,0.018,35.14,0.07
100,1,1,1672,0.015,0.968,15,1120,0.015,33.49,0.109
100,1,3,3981,0.012,0.922,16,1337,0.012,35.14,0.055
100,1,2,4499,0.014,0.86,20,2287,0.012,35.14,0.048
100,1,2,3275,0.018,0.968,14,159,0.018,35.14,0.073
100,1,3,3878,0.018,0.857,14,1883,0.017,35.14,0.049
100,1,1,4569,0.01,0.912,22,793,0.01,35.14,0.053
100,1,1,2313,0.018,0.963,21,1624,0.017,35.14,0.112
100,1,1,4060,0.012,0.988,22,825,0.012,35.14,0.259
100,1,1,871,0.015,0.97,24,2284,0.015,35.14,0.18
100,1,3,2838,0.019,0.893,15,574,0.018,35.14,0.04
100,1,1,4405,0.018,0.901,19,111,0.016,35.14,0.026
100,1,2,1077,0.018,0.915,19,1534,0.018,35.14,0.042
100,1,3,4265,0.018,0.932,11,1730,0.018,35.14,0.059
100,1,1,3403,0.011,0.994,21,2486,0.011,33.49,1.141
100,1,1,2154,0.019,0.913,11,1780,0.019,35.14,0.048
100,1,1,1269,0.011,0.997,21,210,0.011,35.14,0.631
100,1,1,2570,0.016,0.955,18,2086,0.016,35.14,0.14
100,1,1,4792,0.014,0.911,25,1666,0.014,35.14,0.059
100,1,2,2233,0.012,0.911,16,1574,0.011,35.14,0.062
100,1,3,1390,0.014,0.863,20,2417,0.012,35.14,0.054
100,1,2,3669,0.015,0.943,16,2389,0.014,35.14,0.122
100,1,2,4814,0.011,0.976,12,1227,0.011,35.14,0.255
100,1,3,3379,0.015,0.919,19,365,0.015,35.14,0.057
100,1,1,4975,0.013,0.999,20,1063,0.013,38.29,4.473
100,1,2,1726,0.011,0.899,16,2154,0.01,35.14,0.073
100,1,1,2699,0.019,0.991,22,1740,0.019,35.14,0.581
100,1,1,3675,0.012,0.908,25,1034,0.012,35.14,0.08
100,1,1,2054,0.011,0.879,24,241,0.01,35.14,0.03
100,1,3,1912,0.011,0.914,14,1924,0.01,35.14,0.095
100,1,3,2689,0.01,0.912,15,932,0.01,35.14,0.049
100,1,1,2416,0.016,0.936,14,2047,0.015,35.14,0.096
100,1,2,4701,0.011,0.853,20,873,0.01,35.14,0.039
100,1,3,2527,0.017,0.94,23,1577,0.016,35.14,0.085
100,1,1,3958,0.012,0.929,17,2025,0.012,35.14,0.113
100,1,3,2356,0.015,0.905,21,1971,0.015,35.14,0.069
100,1,1,3020,0.02,0.912,12,225,0.019,31.73,0.026
100,1,3,2557,0.012,0.978,14,691,0.012,31.73,0.136
100,1,3,3335,0.017,0.972,18,1164,0.017,31.73,0.128
100,1,3,1812,0.012,0.924,19,257,0.012,31.73,0.034
100,1,2,1801,0.018,0.952,23,986,0.017,31.73,0.091
100,1,2,4303,0.012,0.912,14,2316,0.012,31.73,0.092
100,1,2,1281,0.019,0.991,15,372,0.019,31.73,0.275
100,1,1,4559,0.014,0.877,13,2338,0.013,31.73,0.082
100,1,2,4467,0.015,0.889,11,2234,0.014,31.73,0.092
100,1,3,2924,0.017,0.962,12,1622,0.016,31.73,0.153
100,1,3,4835,0.01,0.876,15,1352,0.01,31.73,0.046
100,1,3,2429,0.01,0.869,20,2342,0.009,31.73,0.056
100,1,3,2197,0.018,0.947,15,1166,0.017,31.73,0.07
100,1,1,1233,0.019,0.919,19,841,0.018,31.73,0.04
100,1,1,2987,0.011,0.982,10,399,0.011,31.73,0.123
100,1,3,879,0.014,0.954,21,2234,0.014,31.73,0.103
100,1,2,3700,0.02,0.982,20,352,0.02,31.73,0.116
100,1,2,2669,0.013,0.902,22,1225,0.012,31.73,0.038
100,1,3,4356,0.018,0.897,11,1152,0.016,31.73,0.043
